Review,Recommended,Early Access
The 1 good thing works games Alt+F4,False,False
name 1 game requires diagnose setup 's ports order play,False,False
"Conseguiu ser mais lento que LOL , então acho que isso diz muita coisa . HAHAHAHA Uma merda , nem percam tempo baixando . Beijos corassau !",False,False
- sounds - stock graphics effects - zero gameplay - working achievements - unbeatable AI first level working AI levels 0/10 . There 's nothing see .,False,False
再预定我是狗,False,False
"По всем параметрам вторичная , но качественная игра , смесь Uncharted и Resident Evil 4-5 . Боевая система - эдакий Uncharted 0.8 : оружие ощущается слабо , врагов столько же , сколько можно встретить лишь в очередном CoD , ближний бой - 2 удара ( вспомним прекрасные мордобои из Uncharted 2-3 ) и , как верно выразился один мой друг , оружие звучит как пукалки , причем будь то пистолет или дробовик , звук почти идентичный . Касательно симулятора прыжков - корявая анимация , перебор однотипных и ожидаемых `` вау '' моментов , головоломки для детей-инвалидов . Плюсы и минусы весьма специфичны , так что ... Плюсы : приятная визуальная составляющая , наличие коллекционирования , неплохая боевка , захватывающие первые 2 часа , а также большая продолжительность ( 10-20 часов ) , развитие героя , да и вообще - НА ПК ТАКОГО БОЛЬШЕ НЕТ ! Минусы : слабый саундтрек , отсутствие элементов выживания , ужасные последние 2 часа , а также большая продолжительность ( 10-20 часов ) , развитие героя , да и вообще - НА КОНСОЛЯХ ЕСТЬ АНЧАРТЕД !",False,False
"I got 5 euros sale , price 's okay . But full price ? This game absolutely worth . This game lacks story , good gameplay , good game mechanics lot plot holes obvious `` twists '' . The whole thing like 10 year old wrote detective story school assignment . This game messy unfinished feel . It feels like game 2011 rather 2016 . I would n't reccomend full price , get 90 % sale like I , . It 's nice ... time waster .",False,False
"This nothing Megaman . All get poor level design paired awful overpowered bosses . This could mediocre game free flash games website , Steam . 0/10",False,False
не запускается дальше главного меню,False,False
Very nice game ... But stay away devs . They care monster tribes thats cheating . Same Atlas,False,False
jogo funciona se cara tiver conectado 24hrs na internet . nao tem como jogar offline . atencao nao tem como jogar single player offline .,False,False
"Bitmemiş bir oyun olduğunu bilerek aldım ancak bu kadar bitmemiş olduğunu düşünmemiştim.Optimizasyon sorunun bir kenara koyarsak oyun içeriği diye bir şey neredeyse yok . Bütün kaleler , şehirler şehrin içerisindeki hanlar birbiriyle benzer uzun süredir yeni bir patch yayınlamadılar . Alacak olanlar için , büyük ihtimalle şu haliyle 30 saat oynanıştan sonra sıkılıp aylarca girmeyeceksiniz.Full sürüme çıkmasını bekleyebilirsiniz .",False,True
"Игра хороша ! ! ! Но вы же на людей наплевали ! ! ! Думать надо не только о свойх кашельках , но и о людях тоже !",False,False
The steam version STILL stuttering issues STILL performance issues . Why Microsoft Store version fine ? Square like child trying bash cube sphere hole .,False,False
На любителя,False,True
5.2 hours I know I 'm talking This game trash .,False,True
worst game ever,False,False
SZARRRRRRRRRRR ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,False,False
"Broken mess . It way many bugs , way many enemies spawn solo keep zombies , people play game positive gameplay . Overral would say buy unless sale",False,False
强度不够，没用SL大法。 开档家乡球队陕西长安竞技，一路高歌猛进提前三四轮夺冠， ，足协杯三次在点球大战淘汰中超球队，其中包括申花华夏亚泰卓尔 ，最后决赛前色休赛期忘记安排友谊赛了，状态极差的情况下又在赛前开了一波追悼会，客场0：3负于河南建业，以致于第二回合在主场的1：0也变得无济于事。 中超还没打，希望能保级。 此外因为渭南体育场不符合中超标准，下赛季我们又搬迁到 了，好开心。 挺好玩的倒是，但是没看到很多改变，有一丢丢失望所以给了差评。 很多地方的翻译也没到位，中英混杂让我觉得十分尴尬。 打 5/10 分,False,False
Square Enix ' e yakışmayan bi oyun olmuş .,False,False
"Даже не получлось зайти на сервер = ) Просто выкидывало на рабочий стол . Спасибо , что стим вернул деньги . НЕ РЕКОМЕНДУЮ ! ! ! !",False,True
Pay win .,False,False
"I mean I like Indie 8-bit type games , get steam ? ?",False,False
"uninstalled spending 1000 hours EA player wanted support favorite tower defense game , Once 1.0 got released game content still broken common bugs still persist therefore CG used promise fans 1.0 deliver needed content failed add content mentioned Roadmap frequently receiving lies CG . Well reasons deleted trash library : 1 ) The price tag used 95AED game left EA price dropped 65AED `` Which fair '' 2 ) The massacre mode extremely boring `` The differences towers get nerfed enemies HP `` 3 ) Loot farming ruined `` Its really rare find item 200 upgrade limit , Before NHC survival farm gear 337 upgrades limit instead `` 4 ) The gamepad support buggy well , functioning well menus . 5 ) The game running horrible within 10-15 FPS host playing 3 mates . 6 ) The game becomes boring 15 maps . 7 ) There unique items ALL , All pets & weapons trash 8 ) The online mode horrible willing join lobby , Sometimes takes 2-4 minutes load map . 9 ) Squire towers way weak , requesting since 2 months providing feedbacks balance nothing taken 10 ) see steam statistics , The amusing thing game started dying quickly good advantage haters like wish game fail situation turned farce . 11 ) half challenges still available even arent giving special items . 12 ) This DDA less weapons , less pets , less maps overall 60 % content already copied DD1 13 ) Play legacy , Another trick wipe progression different way fooling us separate players 2 servers , The ♥♥♥♥♥♥♥ claiming actually transfer data like heros level gold , Okay F * * * inventory items ? The inventory items covered process lose items spent 700 hours farming . 14 ) Survival mode become boring added stupid feature host start wave 24 . 15 ) No skins added far . At end DONT Buy , Go play DD1 instead",False,False
"фуфло , поиск игры 10 минут",False,False
"No , . The game meh community like 's ♥♥♥♥♥♥♥ Call Of Duty . The community game worst . Everyone 's hacker/noob/lucker . Do n't waste time .",False,False
♥♥♥♥ game ... spend hours ♥♥♥♥♥♥♥ exploring craters witch boring ♥♥♥♥ screw one time run money start,False,True
seldom really want refund game . I loved initial concept scope game . Yet weeks I unable connect uplay servers . Cons -dropped connectivity -host drops server multiplayer [ uplay servers ] -lack single player mode -steam 's lack accountability support -no refund unpatchable game Pros +can watch game loading screen four eight minutes matches +slowest player ping match death +uplay totally points finger steam vice versa +spend real cash game skin +great achievements uplay .... steam achievements oh wonderful pile stinking poo low FPS enjoy healthy injection uplay loader YUMMY ! Thanks steam first encounter lack support reccommend future steam games without demos try . A useless game,False,False
Oyunu büyük bir hevesle almıştım ama sonuç hüsran . Oyuna saçma bir şekilde bir hastanede başlıyorsunuz hikaye belli değil bölümleri geçmek için sayfa toplamak zorundasınız . Tamam sayfa topliyalım ama koridorlar birbirinin aynısı . Bir süre sonra nerde olduğunuzu kaybediyorsunuz . Oyun böyle olmasına rağmen yarısına kadar geldim kapattım . Daha sonra oyunu bitirmek amacıya oyuna girdiğimde beni oyunun başından başlattı oyunu hemen sildim boşuna para vermeyin çok gereksiz bir oyun .,False,False
"- El mejor project cars , corrigió muchos errores del primer horrendo pc1 . A pesar del esfuerzo por hacer un gran juego , el juego termina convencer diré el por qué ( review desde mi punto de vista con volante que es como juego ) - Puntos positivos : la inmersión que da , cantidad de circuitos , coches categorías . Gráficos inmersivos , cámaras . Con mando es muy divertido entretenido . Interfaz menú una maravilla . Posibilidad de crear skins personalizadas tus coches . - Puntos negativos : horrendas físicas/feedback con volante transmite nada ( pesar de intentar descargar configs de momento estoy buscando alguna pero nada , cambiaré mi opinión si encuentro algún setup ) , difícil configurar gusto con volante , repeticiones se pueden guardar toda la carrera , es un simulador en absoluto , prefiero assetto corsa por mejores sensaciones de feedback físicas . No lo recomiendo si juegas con volante , con mando si .",False,False
The Game Straight TRASH .,False,False
"С каждой обновой все хуже и хуже , терпения уже нету , после последней обновы с локом региона пинг повысился с 10-15 до 120-140 ! Меня к АЗИАТАМ кидает , хотя я живу в Москве ...",False,False
"Their beloved Anti-cheat system even kicks people servers cheating ! ... Not cheaters everyone else ... literally . I could n't even laugh sarcasticly spending hour I finally play server , kicked 5 seconds later . Well , least cheaters far . Oh , 's p2w .",False,False
payed free thanks overkill,False,False
"console port , running really , bad .. reason buy pc , consoles better .",False,False
farted,False,False
Turn time free content someone else profit .,False,False
"O jogo é incrível em questão de gráficos , jogabilidade e história , conseguiu trazer boas mudanças para jogo . Mas , infelizmente não se preocuparam com maior problema deles ( pelo menos para pc ) , desde os dark souls anteriores , os hackers . Durante minha gameplay , tive total umas 5 invasões ( só comecei jogar recentemente , os players não estão ativos como lançamento , para invadir toda hora ) e entre essas 5 , duas foram de hackers . A primeira , cara apenas invadiu e quase crashou meu jogo de tanta magia e matou . Na segunda , nem apareceu aviso que fui invadido e cara começou dar vários items automaticamente , tive que fechar jogo . O real problema disso é que , estou com vários items de debug ( que não era para usuário ter acesso ) inventário meu char princípal e isso causará meu ban permanente jogo , ao menos que eu delete personagem e crie outro ou jogue offline para sempre . Ja tive amigos que perderam char de 100h+ por conta disso , e até hoje não lançaram patch para arrumar isso e impedir este tipo de situação , produtora ta pouco se ferrando . Não recomendo comprar jogo para PC , ele pode ser incrível , mas estresse que se vai passar online por conta de Hacker não vale pena .",False,False
If describe game one/few words - misunderstanding . Якщо описати цю гру одним або декількома словами - якесь непорозуміння .,False,False
для такой игры она на удивление очень много жрет .,False,False
Well want kill carboard cutouts hentai guys game ’ enjoy ’ game 👌,False,False
h1z1 versiyon 2 gerek yok,False,False
"To 243 human beings hopes dreams liked game enough leave positive review : ? Is excuse 're starved solid otome content good enough call barely passable piece whatever I going phrase serviceable , great ? Or reception positive 's game publisher 've come expect much worse content ? There gaping black void poor trusting heart used .",False,False
"To honest , I n't really care MMOs ; I tried give one chance confirmed bias , means genre n't , 's fine . Therefor , I ca n't really judge good Neverwinter MMO , I hardly played , liking much n't reason I give thumbs . The reason I tried uninstall via Steam ( since game 's client n't appear offer option ) , Steam uninstalled 200 mb client left 10+ GB game folder untouched , blocking space harddisk . Of course , I could manually delete folder , would n't restore registry entries client game might made . I could n't find solutions online , neither , , people adressed problem never got helpful answer anywhere . So I wrote detailed support ticket Perfect World Entertainment explaining issue , gave copy-paste answer `` fully deinstall Steam game , please deinstall via Steam library '' , ignoring precisely I done , also everything else I written . So advice : If 're planning checking game ( knows , maybe come love ) , n't via Steam . Use Arc installer instead , wo n't run troubles I .",False,False
Самое лучшее управление в мире .,False,False
"Dark Places third game `` Old Blood '' game series . Do n't worry , none game actually connected , simply made Dev , using infamous `` FPS Creator Engine . '' Now , compared first game Dark Places big step . In terms game , takes couple steps back . Let 's start good . The atmosphere game top notch ! They horror vibe pretty much covered ! The levels dark , maybe bit dark places , music/audio fit great ! Though spooky sounds music , 's pretty empty terms sounds . Most levels great design layouts make fun play . Weapons decent , even 3 . I say shotgun good ! Even hold 4 shots , kill everything shots . And 's good I really say . Dark Places issues sadly suck fun . As last 2 games , 's FPSC Engine , 's got problems . Hitboxes dodgy best , clipping walls , framerate stutters , long load times , game crash saving , enemy AI bad . By far worst parts game trying `` parkour '' levels reach doors/switches progress . The movement FPSC engine always bad , sections never fun . I mentioned levels little dark , well blindly walk dark areas , even rubbing walls find next hallway dark . There little lanterns pick carry light way little bit , except every level , get lucky lantern clip floor lose ! I even managed glitch game get game use `` duel wield '' ability , even game n't intent used . ( The duel wielding modded FPSC engine . ) So I made left hand carry weapon , I could pick lantern still keep gun . You know 's even fun ? When game strips weapons away makes run maze monsters find door switches . The game TWICE ! ! Both times NOT fun ! The first time happens pretty easy , second time spawn monsters give weapons back , greatly numbered level , fight run . The monsters ? Oh man , complete bull . There monsters take weapons entire clip kill , happen fight one time . How monster shoots pump action shotgun like 's machine gun ? Or monster hit ANYWHERE map even walls active . This game also likes spawn enemies behind , quite often . Pretty much entire time I played , times `` scared '' would spawn enemy behind attacked notice behind . Quite cheap , though thankfully jumpscares game . Oh final boss fight terrible ! The actual boss enemy n't terrible , 's map fighting makes terrible ! In little arena fighting , blood splatters floor , see easy easy , step , get teleported spot arena deals damage every second stand . The best part , Devs knew going issue , give 999 health points ! No ammo map , health pickups either . Is game perfect ? God . Did I fun ? Yeah parts I great fun , good chunk game I fun . The fun parkour levels , cheap enemies , dark god awful maze level really fun play . If someone 's maybe curious want give shot , wait sale . Even though I 'm giving game thumbs , 's actually right middle , Steam n't give option reviews . In terms FPSC game , 's good , good DOOMED ... And waaaaaay better CRIMSON METAL . Also , store page Devs put : `` • Puzzles - show demons review section attentive details n't like read notes tips solving puzzles . '' I beat game without reading notes . Checkmate .",False,False
"Sad gambling sites removed cause new 7 days trade . Hitboxes best game ; Braindeads force buying every round even losing ; Tons smurfs silver , GN ; Not even recommending playing without prime .",False,False
"Für Drei Jahre nach erscheinen des TSW 2020 etwas mau . Was haben wir ? Drei neue Züge . Zwei nicht einmal im Ansatz fertige Tools wie Szenario Editor und Zug `` Designer '' Form von anmalen . Und ein Engine Update . Genau genommen handelt es sich hier um ein bezahl update und auch hier werrden wieder features versprochen , die uns schon zu TSW2020 versprochen wurden . Mein Tipp die Entwickler : Gibt das Spiel endlich die Community Hand und arbeitet mit ihr zusammen . Ein Map Editor für Unreal Engine und das erstellen eigener Züge Form von einer Workshop Anbindung wäre hier ein riesen Fortschritt ! Die meisten Leute möchten Endlich eigene Karten wie erstellen ! Und auch eigene Features , wie etwa einen funktionsfähigen Fahrplan hinzu fügen . Wenn Ihr es selber nicht hin bekommt , wieso lasst Ihr Euch nicht von der Community helfen ? Im jetzigen Zustand spreche ich daher , für Leute , die den TSW2020 besitzen eher keine Empfehlung aus . Es sei denn man möchte unbedingt die neuen Züge ausprobieren . Neuen Spielern sei gesagt : Es ist zur Zeit eher eine Art Early Access !",False,False
2 partida disso e já desinstalei pode pular pra 2018 já pq cod desse ano não vai vingar nem pau .,False,False
"Двадцать три гребанных часа спустя ... Что тут хочется сказать , процедурная генерация планет работает хорошо , есть разные погодные условия , разнообразная процедурно сгенерированная фауна , флора . Три расы , три мать его расы , ну вы че серьезно , там галактик не счесть и вы делаете всего 3 расы ? Оптимизация заслуживает отдельного внимания , её там просто нету . Хочется много говорить про игру , в особенности как она меня запарила и как я устал от нескончаемого фарма ресурсов , но в общем хочется сказать только одно , не совершайте мою ошибку , не покупайте игру . А лично Шону Мюррею хочется сказать огромное спасибо , за то , что вселил в людей такую надежду и расхерачил её своей процедурно сгенерированной ладонью , дав пощечину большинству геймерам , которые с таким нетерпением ждали игру . Надеюсь ты подавишься . P.S Starbound за 300р имеет больше контента и представляете , там есть сюжет ) ) ) P.S.S No Man 's Sky 2000р , отсутствие сюжета и представляете , в конце вас будет ждать абсолютное ничто ) Ощущение что нам подсунули Альфу .",False,False
I ca n't play game,False,True
неудб н + лагает = гав н ооа,False,False
♥♥♥ u mother ♥♥♥♥♥ .. ♥♥♥♥♥♥ update .. always keep shoing action game play matter game playing .. ♥♥♥ u dev ♥♥♥ u forever untill u fix .. ♥♥♥ u .. wan na roleback 2.6 ♥♥♥♥♥ dev,False,False
lort,False,True
垃圾游戏！有些路能找一年！,False,False
chujowa wedlug mnie,False,False
Помним любим скорбим,False,False
Cheio de bug ess aporra,False,False
개 좆 쓰레기같은 게임,False,False
"Gelmiş Geçmiş En Kötü Gta Oyunu ! ! ! Öncelikle lanet olası Social Club Games Windows Live gibi en sorunlu iki programı başınıza salıyor . Daha sonra piyasadaki en iyi cpu gpu ile topladığınız bi ' pc'de bile alabileceğiniz max fps 40-50 . Oyun daha doğru düzgün optimize edilmemiş . 31 TL gibi orta düzeyde bir fiyatı olan oyun fiyatını gram hak etmiyor . Social Club hesabına giriş yapabilsem multiplayer oynama şansım olacak ; ama nafile Social Club bu oyun için çalışmayı bırakmış gibi görünüyor . Oyunun grafik ayarlarında oynama yapmak için ayrı bi dosya hazırlamanız gerekiyor . Ve windows 7 dışında doğru düzgün çalışmıyor . ( Tabii ki windows7'nin ömrü de 2-3 sene civarı ) GTA San Andreas'tan sonra böyle bir oyun gelmemeliydi . ( GTA San Andreas win10 ile çok rahat oynanıyor ) Saçma sapan hikayesi bitmek bilmeyen gerizekalı yapay zeka , saçma sapan araç dinamileri de cabası . Anlatılabilecek bir çok şey var ama benden tavisye ! ! ! BU OYUNU ALMAYIN. ! ! ! !",False,False
"I bought game based upon recommendation friends . My experience pleasant . First , game simply boring . There 's one game mode one ( fairly large ) map . You literally play scenario . Second , TON RNG involved . Whether find good weapons gear forced towards center pretty much pure luck . Third , game full bugs . Your character routinely struggles jump tiny obstacles . These bugs already covered reviews thousand times 's need reiterate . I n't issues frame rates much straight-up crashes . The game crashes LOT , regardless specs . Fourth , blatantly obvious game early access . Aiming certain weapons chore often inaccurate , throwing grenade weapons complete joke , 's much rubberbanding game 's even fun play action popping . In short , 's mediocre , limited FPS experience ( non-unique ) twist 're eventually forced fight tighter tighter circle one person team left standing . ARK mode like , 's challenging implemented better . Do I think worth $ 30 , especially early access ? No way . I got refund . Maybe finished product worth owning , n't even waste money want play FPS , 's many far interesting options available . I really n't see hype concerning game . It 's buggy , unoptimized , lacking content , etc . Why pay $ 30 beta tester ?",False,True
Grafika na Ultra gorsza niz na PS4 lub Xbox ONE . Prosze co byc ? !,False,False
Do buy garbage .,False,False
"Puzzles funny , annoying , try many times solve waste time . Maybe ca n't solve beacuse solutions illogical",False,False
"Buggy , especially platforms Garry n't give ♥♥♥♥ ( OS X , Linux ) .",False,False
Please add character,False,False
kötü,False,False
Resident Evil 2 REcycled WE DO IT,False,False
Вкусно с ботами играю бтв,False,False
Bug By Daylight.Why update ?,False,False
07.12.2018 day CS : GO died . F2P = even hackers,False,False
F,False,False
XYETА,False,False
"Игра ohuennaia , но друг обидлся и не захотел играть , и у меня остался отрицательный осадок на душе .",False,False
Прекрасное вложение в уровень стима ! Купил игру - продал картонки - отбил игру - получил +1 опыта к стим левелу - профит ! п.с . гейб верни бабки,False,False
"Это определённо хорошая игра , но как часто бывает , разрабы портят хорошую игру . Я решил написать небольшой обзор по случаю выхода нового ивента , я не понимаю зачем его сделали , не понимаю почему , не понимаю как это вообще могли придумать . Хорошо конечно , что выходят ивенты , которые делают гемплей более разнообразным , но это какая-то непонятная хрень . Лично я не понимаю как в это играть . Я бы не написал обзор , если бы не опять баги юбисофт ( это не главная причина негативного обзора , но повлияло на него ) . Всё было так : игра начинается , один из нашей команды долго загружается , через минуты полторы выходит , заходит другой игрок , который загружался не так долго и вот , игра наконец начинается и ... `` Вы были удалены из игры за бездействие '' . Так же нельзя не заметить ( каламбур ) , что иногда враги становятся невидимыми из-за чего было выиграно и проиграно много раундов . В итоге : брать советую , но в новый ивент лучше не играть , но тут уж не мне решать за вас .",False,False
"Lot Crashes Bugs , hope fix soon !",False,True
The worst company = > Unnecessary gamersfirst = > Inane apb rel ... They deserve,False,False
ur nan fat,False,False
devlet sanki beleş hile veriyor herkesde hilemi olur,False,False
"Legalzinho , mas enjoa rápido .",False,False
,False,False
"This game ..... I could literally rant minutes upon minutes terrible game , 's quick summary ; Graphics suck , characters/story boring made feel like playing game , combat god awful , game way overpriced even fixed main issues make game terrible . There literally reason buy game , bad even worth buying make fun . 1/10 They gave best shot .",False,False
"get paid writing good review , least refund .",False,False
game actually ♥♥♥♥♥♥♥ ass,False,False
soooooooooo MANY CHEATER ! ! ! ! ! ! ! worth ! ! !,False,False
It 's cute hour I know I n't get full effect game UI clunky . The game aged well I would recommend new players .,False,False
5/10 不建议购买 优点：1.优秀的画面 2.改装有点意思 缺点：1.容量很大 2.优化很差 3.很多BUG 4.个别关卡不合理 5.剧情略薄弱 这游戏当初是当喜加一游戏买的，不贵，20多块，但稍微体验后吸引我写下这篇评论 首先，不建议购买这款游戏，购买了这款游戏的不建议下载，原因如下： 1.很多BUG，穿墙？卡住？穿模？不，这都是小问题，大问题是触发了任务立即任务失败，行动中莫名其妙死亡 ... 还有很多导致你不能通关BUG 2.优化真的很差，有目共睹的 3.容量很大，我记得我当初下载是70G还是80G左右 4.游戏强调潜行，但很致命的是潜行会遇到很多BUG，比如敌人穿墙看到你，警戒永远也不消失等问题 5.空气墙，你看到敌人也打不到，不懂是不是距离过远的问题 6.不知道是不是游戏设置问题，路上经常会莫名其妙刷兵，就是莫名其妙出现在你面前，增加代入感吗？这点真的很扑街 7.剧情略薄弱，因为BUG，优化，容量过大等问题打了一半不打了，打算看看攻略走遍剧情，但这个剧情我觉得真的不怎么样 唯一能看的恐怕就是画质了，因为比较喜欢CE引擎的画质所以我一直不愿给CE引擎的游戏差评，但综合以上缺点画质再好都救不了这个好评啊 当初好友建议不要入手，我不信，体验过后我觉得确实很乐色，所以不建议购买,False,False
Trash game,False,False
cant play key bindings vive cosmos,False,False
1.игра не очень сильно дольго надо сидеть в лобби . 2.Как по моему цена завышена Две тысячи она не стоит . 3.Дополнений не выпускають . 4.Оптимизация плохая .,False,False
Bu oyunu arkadaşlarım bana aldırdı . Şimdi oynamıyorlar . Nasıl arkadaş lan bunlar ? Amına koyarım ha sjdskdks,False,False
"If game party game 'd say go , unfortunately n't . It moments game hilarious end lack game modes able play friends custom game kills excitement . Still bad game current trend going , surely say , watching game way funnier playing .",False,False
"I loved VVVVVV Super Hexagon developer , Dicey Dungeons misses mark . In essence terrible Roguelike , I feel way much RNG side - makes sense , since rolling dice everything , gets frustrating quick . The artstyle charming , music cool mechanics different classes * mostly * interesting , RNG kind ruins . It also gets repetitive quickly , unlocking classes , left episodes impose restrictions requirements , otherwise exactly . There global unlocks carry next run interesting artifacts change play run , : choose class , choose episode , go 6 floors , fight enemies buy attacks , hope RNG , repeat . For less $ 5 I guess would decent game play whenever youre bored , original price asking way much , even 50 % sale I feel isnt good deal . Personally I cant recommend .",False,False
"Хочу качественных игр от валика , а не карточную игру с персонажами из второй части какого-то мода на третий войнакрафт .",False,False
Looks pretty neat I really despise new progression system .,False,False
"Se que hacer un juego es facil , incluso de dinamica sencilla como este . Pero esto ? Really ? $ 3.99 ? Deberia estar 99 % de descuento full time lo compraria por los logros . Nah , mentira , tampoco lo compraria . Controles 0 Colisiones 0 Movimiento del auto 0 Diseño de niveles 0 Dificultad 100/1 ( con los controles que tiene pfff ) Incluso hasta es dificil salir del juego , encontre el botón . Solo lo recomiendo si lo conseguis gratis si te pagan por jugarlo te interesa sumar logros .",False,False
Terrible shooting .,False,False
"Low Fps lowest settings . Not Playable atm Good Idea , n't working Computer right .",False,True
"Если вкратце , то игра неплохая . Много персонажей и нужно знать что собирать определённому персу , но играть в эту бывает иногда чересчур сложно . Игроки доты в основном - любители чужих мамок и руинеры . Да , безусловно есть и умные игроки , которые выложатся на 100 % , чтобы победить .. Лично от себя скажу , хоть я и не провёл много времени в этой игре , но 94 часов хватило , чтобы понять суть этой игры .. Играть или нет дело абсолютно каждого . Моя оценка 6.5 / 10",False,False
This game made wan na kill,False,False
"I call shenanigans . Steam users give brutal reviews even mediocre games . This `` game '' considerably less mediocre , put mildly . There way `` game '' legitimately user ratings high . This game nothing infinite , mindless clicking . Your reward clicking ... lame pictures . Tired clicking ? Pay money see next picture without click much . Then , back clicking .",False,True
"Игра на пару вечеров , не больше . Сразу надоедает , все кажется однотипно . Уровень за уровнем одно и тоже : враги вроде изменяются , а вроде и нет . Думаю , видел что-то похожее для телефонов , но сейчас не вспомню .",False,False
"NÃO CONSIGO gostar de mobas em geral , e muita repetição , basicamente e mesmo mapa e mesmas estrategias sendo jogadas 1 milhao de vezes",False,False
shett,False,True
"August 15,2016 5:48 First last network activity initiated Italy 62.152.111.43 Ducati With first connection I got First victory Unlocked Aug 15 @ 7:18am Welcome 70s Unlocked Aug 15 @ 7:18am The Aristocrat Unlocked Aug 15 @ 6:41am Just beginning Unlocked Aug 15 @ 7:18am Ever since every time I finish event fails give achievements points make connection . I wo n't buy Milestone ever .",False,False
Rockstar Social Club forever loading read everything make work wasted 3 days download 39 minutes++ make work,False,False
"ñ compre , simples .",False,True
"Единственная игра , где вам с вероятностью 99,9 % попадутся ненормальные и лишь 0,1 % нормальных тиммейтов ... 10 хороших тиммейтов из 10",False,False
game crashes startup game didint crach would recommended,False,False
The way fix game removing champions make Quake !,False,True
"O jogo só se salva pelo modo Arcade . De resto , é inferior ao brilhantismo Alan Wake original . A é boa , tem seu charme , mas também deixa desejar , se comparada trilha sonora primeiro jogo . Um pequeno detalhe da jogabilidade está diferente . A forma como dissipa sombra dos takens , antes dava para dissipar mesmo sem apontar lanterna inimigo , agora é preciso apontar para eliminar sombra . Não é algo impactante , mas eu preferia outra forma , porque querendo ou não já tinha uma lanterna na face inimigo , mesmo sem apontar nele , bastava virar ponto de visão da lanterna para inimigo que luz já estava focando ele , depois era só usar Boost para eliminar sombra rapidamente . A movimentação personagem é praticamente mesma de antes . Outra mudança foi interação com os personagens que aparecem jogo . No jogo original os diálogos passavam automaticamente e não havia opção para falar algo mais com algum personagem . Nesse jogo tem essa opção , mas não achei nada de mais . É uma interação irrelevante . A exploração também mudou , original exploração era feita por lugares mais fechados e limitados , aqui é mais aberta , mas nem por isso chega ser bom , páginas de manuscrito são unicas coisas úteis pra explorar , essas páginas de manuscrito vão ajudar desbloquear novas armas , como rifle , shotgun e submachine . Talvez foi uma das poucas coisas que gostei nesse jogo , é bacana para que jogo se propõe , levando em conta estilo diferente jogo em relação ao primeiro título . No geral , pouca coisa se salva , é bom para quem quer ficar fazendo highscores com uma dose de dificuldade modo Arcade , modo story é apenas ok e gameplay se desgasta facilmente até chegar ao final jogo .",False,False
"worth time caus e full hackers , plus want money back",False,False
Мусоор,False,False
Compre apenas se tiver amigos Prós - Não tem . Contras - Mal otimizado pra porra . Só tem tryhard nessa merda . Tu anda trava . Só tem tryhard nessa porra ( 2x ),False,False
"A little bit interesting CS : GO ( jk ) . So much grinding game . Awful missions Survivor Pass : Vikendi . They annoying , purchased Survivor Pass new map `` skins '' , need complete missions get ... It comfortable teammate Duo match playing pistol shotgun .",False,False
"Very bad impression first games .. Simply put gameplay trash compared FIFA , 's control ball whatsoever , fluidity .. players take much time pass ball gets snatched pass last moments ... bcoz player took much time pass ball .. even pressed button earlier . No proper responsiveness . Also feels like controls messed , 's accuracy ball control , one thing sometime end target bcoz either inaccuracy slow responsiveness . When want shoot ball net pass , shot button response striker catches & touches ball , player prepare shoot ... takes much time take shot , obviously n't much time opponent 's goal territory . If press shoot button early ( even catch ball ) , even player inches away ball , striker give ball & let go either goalkeeper outside , missing good opportunity score player interested scoring goal ... All bcoz lack responsiveness OR gameplay mechanics like . Only graphics `` slightly '' better FIFA doubt anyone cares graphics Football game , matters football game `` gameplay '' . And yeah things observed 3-4 games 50 minutes gameplay .. felt difference right away compared FIFA . FIFA wayyyy much better , either terms responsiveness , accuracy , fluidity , moves , online system ( Ultimate Team ) etc ..",False,False
The fighting game way RNG based,False,False
Где тут кнопка `` пожаловаться '' ?,False,False
Too many Russians,False,False
O pula mica,False,False
"If want 30 hrs gameplay 4 friends taken away mere seconds hacker , buy game .",False,True
